assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	strain	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date
GCF_000177715.1	PRJNA224116	SAMN02469415	ADHA00000000.1	na	710095	470	Acinetobacter baumannii AB058	AB058		latest	Contig	Major	Full	2010/01/25	ASM17771v1	Case Western Reserve University	GCA_000177715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/177/715/GCF_000177715.1_ASM17771v1			na
GCF_000177735.1	PRJNA224116	SAMN02469412	ADHB00000000.1	na	710096	470	Acinetobacter baumannii AB059	AB059		latest	Contig	Major	Full	2010/01/25	ASM17773v1	Case Western Reserve University	GCA_000177735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/177/735/GCF_000177735.1_ASM17773v1			na
GCF_000189655.1	PRJNA224116	SAMN02471594	AEOX00000000.1	na	886886	470	Acinetobacter baumannii AB210	AB210		latest	Contig	Major	Full	2011/02/17	ASM18965v2	University of Birmingham	GCA_000189655.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/189/655/GCF_000189655.1_ASM18965v2			na
GCF_000189675.1	PRJNA224116	SAMN02471598	AEOY00000000.1	na	886888	470	Acinetobacter baumannii 3990	3990		latest	Contig	Major	Full	2011/02/17	ASM18967v2	University of Birmingham	GCA_000189675.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/189/675/GCF_000189675.1_ASM18967v2			na
GCF_000189695.1	PRJNA224116	SAMN02471606	AEOZ00000000.1	na	886889	470	Acinetobacter baumannii 3909	3909		latest	Contig	Major	Full	2011/02/17	ASM18969v2	University of Birmingham	GCA_000189695.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/189/695/GCF_000189695.1_ASM18969v2			na
GCF_000187205.2	PRJNA224116	SAMN02603104		na	889738	470	Acinetobacter baumannii MDR-TJ	MDR-TJ		latest	Complete Genome	Major	Full	2013/03/11	ASM18720v4	Centre of Bioinformatics, Tianjin University, Tianjin 300072, China	GCA_000187205.4	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/187/205/GCF_000187205.2_ASM18720v4			na
GCF_000278625.1	PRJNA224116	SAMN02436470	AFDK00000000.1	na	903889	470	Acinetobacter baumannii OIFC137	OIFC137		latest	Contig	Major	Full	2012/07/16	AcbauOIFC137v1.0	Walter Reed Army Institute of Research	GCA_000278625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/278/625/GCF_000278625.1_AcbauOIFC137v1.0			na
GCF_000215005.1	PRJNA224116	SAMN00114924	AFCZ00000000.2	na	903890	470	Acinetobacter baumannii OIFC032	OIFC032		latest	Contig	Major	Full	2012/08/13	AcbauOIFC032v1.0	Walter Reed Army Institute of Research	GCA_000215005.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/215/005/GCF_000215005.1_AcbauOIFC032v1.0			na
GCF_000278645.1	PRJNA224116	SAMN02436409	ALAL00000000.1	na	903892	470	Acinetobacter baumannii OIFC109	OIFC109		latest	Contig	Major	Full	2012/07/16	AcbauOIFC109v1.0	Walter Reed Army Institute of Research	GCA_000278645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/278/645/GCF_000278645.1_AcbauOIFC109v1.0			na
GCF_000278665.1	PRJNA224116	SAMN02436631	AFDL00000000.1	na	903893	470	Acinetobacter baumannii OIFC143	OIFC143		latest	Contig	Major	Full	2012/07/16	AcbauOIFC143v1.0	Walter Reed Army Institute of Research	GCA_000278665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/278/665/GCF_000278665.1_AcbauOIFC143v1.0			na
GCF_000278685.1	PRJNA224116	SAMN00114925	AFDM00000000.1	na	903894	470	Acinetobacter baumannii OIFC189	OIFC189		latest	Contig	Major	Full	2012/07/16	AcbauOIFC189v1.0	Walter Reed Army Institute of Research	GCA_000278685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/278/685/GCF_000278685.1_AcbauOIFC189v1.0			na
GCF_000286615.1	PRJNA224116	SAMN02436468	AFDN00000000.1	na	903895	470	Acinetobacter baumannii Canada BC-5	Canada BC-5		latest	Contig	Major	Full	2012/08/10	gacin07v1.0	Walter Reed Army Institute of Research	GCA_000286615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/286/615/GCF_000286615.1_gacin07v1.0			na
GCF_000278605.1	PRJNA224116	SAMN02436551	AFDO00000000.1	na	903896	470	Acinetobacter baumannii Naval-17	Naval-17		latest	Contig	Major	Full	2012/07/16	gacin08v1.0	Walter Reed Army Institute of Research	GCA_000278605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/278/605/GCF_000278605.1_gacin08v1.0			na
GCF_000214985.1	PRJNA224116	SAMN00114928	AFDB00000000.2	na	903898	470	Acinetobacter baumannii Naval-81	Naval-81		latest	Contig	Major	Full	2012/08/13	gacin10v1.0	Walter Reed Army Institute of Research	GCA_000214985.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/985/GCF_000214985.1_gacin10v1.0			na
GCF_000286535.1	PRJNA224116	SAMN02436485	ALII00000000.1	na	903899	470	Acinetobacter baumannii IS-123	IS-123		latest	Contig	Major	Full	2012/08/10	gacin11v1.0	Walter Reed Army Institute of Research	GCA_000286535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/286/535/GCF_000286535.1_gacin11v1.0			na
GCF_000305215.1	PRJNA224116	SAMN00761203	AMDE00000000.1	na	903901	470	Acinetobacter baumannii OIFC074	OIFC074		latest	Contig	Major	Full	2012/10/11	gacin13v1.0	Walter Reed Army Institute of Research	GCA_000305215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/305/215/GCF_000305215.1_gacin13v1.0			na
GCF_000305235.1	PRJNA224116	SAMN00761228	AMDF00000000.1	na	903902	470	Acinetobacter baumannii OIFC098	OIFC098		latest	Contig	Major	Full	2012/10/11	gacin14v1.0	Walter Reed Army Institute of Research	GCA_000305235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/305/235/GCF_000305235.1_gacin14v1.0			na
GCF_000305255.1	PRJNA224116	SAMN00761237	AMDQ00000000.1	na	903903	470	Acinetobacter baumannii OIFC180	OIFC180		latest	Contig	Major	Full	2012/10/11	gacin15v1.0	Walter Reed Army Institute of Research	GCA_000305255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/305/255/GCF_000305255.1_gacin15v1.0			na
GCF_000305295.1	PRJNA224116	SAMN00761220	AMDR00000000.1	na	903904	470	Acinetobacter baumannii Naval-13	Naval-13		latest	Contig	Major	Full	2012/10/11	gacin16v1.0	Walter Reed Army Institute of Research	GCA_000305295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/305/295/GCF_000305295.1_gacin16v1.0			na
GCF_000304695.1	PRJNA224116	SAMN00761221	AMEI00000000.1	na	903905	470	Acinetobacter baumannii IS-235	IS-235		latest	Contig	Major	Full	2012/10/09	gacin17v1.0	Walter Reed Army Institute of Research	GCA_000304695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/304/695/GCF_000304695.1_gacin17v1.0			na
GCF_000304655.1	PRJNA224116	SAMN00761222	AMEJ00000000.1	na	903906	470	Acinetobacter baumannii IS-251	IS-251		latest	Contig	Major	Full	2012/10/09	gacin18v1.0	Walter Reed Army Institute of Research	GCA_000304655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/304/655/GCF_000304655.1_gacin18v1.0			na
GCF_000307895.1	PRJNA224116	SAMN00761223	AMFH00000000.1	na	903907	470	Acinetobacter baumannii OIFC0162	OIFC0162		latest	Contig	Major	Full	2012/10/09	gacin19v1.0	Walter Reed Army Institute of Research	GCA_000307895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/307/895/GCF_000307895.1_gacin19v1.0			na
GCF_000304675.1	PRJNA224116	SAMN00761229	AMFI00000000.1	na	903908	470	Acinetobacter baumannii Naval-72	Naval-72		latest	Contig	Major	Full	2012/10/09	GACIN20v1.0	Walter Reed Army Institute of Research	GCA_000304675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/304/675/GCF_000304675.1_GACIN20v1.0			na
GCF_000305315.1	PRJNA224116	SAMN00761238	AMFK00000000.1	na	903909	470	Acinetobacter baumannii Naval-83	Naval-83		latest	Contig	Major	Full	2012/10/11	gacin21v1.0	Walter Reed Army Institute of Research	GCA_000305315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/305/315/GCF_000305315.1_gacin21v1.0			na
GCF_000305275.1	PRJNA224116	SAMN00761230	AMFL00000000.1	na	903910	470	Acinetobacter baumannii OIFC110	OIFC110		latest	Contig	Major	Full	2012/10/11	gacin22v1.0	Walter Reed Army Institute of Research	GCA_000305275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/305/275/GCF_000305275.1_gacin22v1.0			na
GCF_000297515.1	PRJNA224116	SAMN00761239	AMGE00000000.1	na	903911	470	Acinetobacter baumannii IS-143	IS-143		latest	Contig	Major	Full	2012/09/17	gacin24v1.0	Walter Reed Army Institute of Research	GCA_000297515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/297/515/GCF_000297515.1_gacin24v1.0			na
GCF_000297535.1	PRJNA224116	SAMN00761231	AMGF00000000.1	na	903912	470	Acinetobacter baumannii IS-116	IS-116		latest	Contig	Major	Full	2012/09/17	gacin24v1.0	Walter Reed Army Institute of Research	GCA_000297535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/297/535/GCF_000297535.1_gacin24v1.0			na
GCF_000297575.1	PRJNA224116	SAMN00761214	AMGG00000000.1	na	903913	470	Acinetobacter baumannii WC-692	WC-692		latest	Contig	Major	Full	2012/09/17	gacin25v1.0	Walter Reed Army Institute of Research	GCA_000297575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/297/575/GCF_000297575.1_gacin25v1.0			na
GCF_000297595.1	PRJNA224116	SAMN00761215	AMGH00000000.1	na	903914	470	Acinetobacter baumannii IS-58	IS-58		latest	Contig	Major	Full	2012/09/17	gacin26v1.0	Walter Reed Army Institute of Research	GCA_000297595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/297/595/GCF_000297595.1_gacin26v1.0			na
GCF_000314635.1	PRJNA224116	SAMN00761224	AMZT00000000.1	na	903919	470	Acinetobacter baumannii WC-348	WC-348		latest	Contig	Major	Full	2012/11/26	gacin31v1.0	Walter Reed Army Institute of Research	GCA_000314635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/314/635/GCF_000314635.1_gacin31v1.0			na
GCF_000309255.1	PRJNA224116	SAMN00761226	AMSW00000000.1	na	903921	470	Acinetobacter baumannii Naval-82	Naval-82		latest	Contig	Major	Full	2012/10/31	gacin33v1.0	Walter Reed Army Institute of Research	GCA_000309255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/309/255/GCF_000309255.1_gacin33v1.0			na
GCF_000309195.1	PRJNA224116	SAMN00761242	AMSY00000000.1	na	903923	470	Acinetobacter baumannii Naval-21	Naval-21		latest	Contig	Major	Full	2012/10/31	gacin35v1.0	Walter Reed Army Institute of Research	GCA_000309195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/309/195/GCF_000309195.1_gacin35v1.0			na
GCF_000309215.1	PRJNA224116	SAMN00761243	AMTA00000000.1	na	903925	470	Acinetobacter baumannii WC-A-694	WC-A-694		latest	Contig	Major	Full	2012/10/31	gacin37v1.0	Walter Reed Army Institute of Research	GCA_000309215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/309/215/GCF_000309215.1_gacin37v1.0			na
GCF_000309235.1	PRJNA224116	SAMN00761235	AMTB00000000.1	na	903926	470	Acinetobacter baumannii OIFC035	OIFC035		latest	Contig	Major	Full	2012/10/31	gacin38v1.0	Walter Reed Army Institute of Research	GCA_000309235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/309/235/GCF_000309235.1_gacin38v1.0			na
GCF_000335535.1	PRJNA224116	SAMN00761216	AMFP00000000.1	na	903927	470	Acinetobacter baumannii Naval-57	Naval-57		latest	Contig	Major	Full	2013/02/01	gacin39v1.0	Walter Reed Army Institute of Research	GCA_000335535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/335/535/GCF_000335535.1_gacin39v1.0			na
GCF_000309095.1	PRJNA224116	SAMN00761219	AMFS00000000.1	na	903929	470	Acinetobacter baumannii OIFC087	OIFC087		latest	Contig	Major	Full	2012/10/31	gacin42v1.0	Walter Reed Army Institute of Research	GCA_000309095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/309/095/GCF_000309095.1_gacin42v1.0			na
GCF_000309135.1	PRJNA224116	SAMN00761236	AMFT00000000.1	na	903930	470	Acinetobacter baumannii OIFC099	OIFC099		latest	Contig	Major	Full	2012/10/31	gacin43v1.0	Walter Reed Army Institute of Research	GCA_000309135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/309/135/GCF_000309135.1_gacin43v1.0			na
GCF_000335615.1	PRJNA224116	SAMN00761249	AMFU00000000.1	na	903931	470	Acinetobacter baumannii WC-A-92	WC-A-92		latest	Contig	Major	Full	2013/02/01	gacin44v1.0	Walter Reed Army Institute of Research	GCA_000335615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/335/615/GCF_000335615.1_gacin44v1.0			na
GCF_000309115.1	PRJNA224116	SAMN00761244	AMFV00000000.1	na	903932	470	Acinetobacter baumannii OIFC065	OIFC065		latest	Contig	Major	Full	2012/10/31	gacin45v1.0	Walter Reed Army Institute of Research	GCA_000309115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/309/115/GCF_000309115.1_gacin45v1.0			na
GCF_000335635.1	PRJNA224116	SAMN00761250	AMFW00000000.1	na	903933	470	Acinetobacter baumannii OIFC047	OIFC047		latest	Contig	Major	Full	2013/02/01	gacin46v1.0	Walter Reed Army Institute of Research	GCA_000335635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/335/635/GCF_000335635.1_gacin46v1.0			na
GCF_000335655.1	PRJNA224116	SAMN00761245	AMFX00000000.1	na	903934	470	Acinetobacter baumannii OIFC338	OIFC338		latest	Contig	Major	Full	2013/02/01	gacin47v1.0	Walter Reed Army Institute of Research	GCA_000335655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/335/655/GCF_000335655.1_gacin47v1.0			na
GCF_000309155.1	PRJNA224116	SAMN00761246	AMFY00000000.1	na	903935	470	Acinetobacter baumannii OIFC111	OIFC111		latest	Contig	Major	Full	2012/10/31	gacin48v1.0	Walter Reed Army Institute of Research	GCA_000309155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/309/155/GCF_000309155.1_gacin48v1.0			na
GCF_000335675.1	PRJNA224116	SAMN00761247	AMFZ00000000.1	na	903936	470	Acinetobacter baumannii Naval-78	Naval-78		latest	Contig	Major	Full	2013/02/01	gacin49v1.0	Walter Reed Army Institute of Research	GCA_000335675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/335/675/GCF_000335675.1_gacin49v1.0			na
GCF_000335595.1	PRJNA224116	SAMN00761248	AMGA00000000.1	na	903937	470	Acinetobacter baumannii AA-014	AA-014		latest	Contig	Major	Full	2013/02/01	gacin50v1.0	Walter Reed Army Institute of Research	GCA_000335595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/335/595/GCF_000335595.1_gacin50v1.0			na
GCF_000184475.1	PRJNA224116	SAMN02435970	AEPK00000000.1	na	933263	470	Acinetobacter baumannii UMB001	UMB001		latest	Contig	Major	Full	2010/12/21	ASM18447v2	Institute for Genome Sciences	GCA_000184475.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/184/475/GCF_000184475.1_ASM18447v2			na
GCF_000184495.1	PRJNA224116	SAMN02435947	AEPL00000000.1	na	933264	470	Acinetobacter baumannii UMB002	UMB002		latest	Contig	Major	Full	2010/12/21	ASM18449v2	Institute for Genome Sciences	GCA_000184495.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/184/495/GCF_000184495.1_ASM18449v2			na
GCF_000186645.1	PRJNA224116	SAMN02470285	AERY00000000.1	na	945555	470	Acinetobacter baumannii WM99c	WM99c		latest	Contig	Major	Full	2011/01/25	ASM18664v2	Macquarie University	GCA_000186645.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/645/GCF_000186645.1_ASM18664v2			na
GCF_000186665.3	PRJNA224116	SAMN02603576		na	945556	470	Acinetobacter baumannii D1279779	D1279779		latest	Complete Genome	Major	Full	2014/09/30	ASM18666v4	Macquarie University	GCA_000186665.4	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/665/GCF_000186665.3_ASM18666v4			na
GCF_000248275.1	PRJNA224116	SAMN02471607	AIEH00000000.1	na	981329	470	Acinetobacter baumannii W7282	W7282		latest	Contig	Major	Full	2012/02/21	ASM24827v2	University of Birmingham	GCA_000248275.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/248/275/GCF_000248275.1_ASM24827v2			na
GCF_000222225.1	PRJNA224116	SAMN00855421	AFSZ00000000.1	na	992402	470	Acinetobacter baumannii ABNIH1	ABNIH1		latest	Contig	Major	Full	2011/08/01	ASM22222v2	NIH Intramural Sequencing Center	GCA_000222225.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/222/225/GCF_000222225.1_ASM22222v2			na
GCF_000222245.1	PRJNA224116	SAMN00857848	AFTA00000000.1	na	992403	470	Acinetobacter baumannii ABNIH2	ABNIH2		latest	Contig	Major	Full	2011/08/01	ASM22224v2	NIH Intramural Sequencing Center	GCA_000222245.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/222/245/GCF_000222245.1_ASM22224v2			na
GCF_000222265.1	PRJNA224116	SAMN00857859	AFTB00000000.1	na	992404	470	Acinetobacter baumannii ABNIH3	ABNIH3		latest	Contig	Major	Full	2011/08/01	ASM22226v2	NIH Intramural Sequencing Center	GCA_000222265.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/222/265/GCF_000222265.1_ASM22226v2			na
GCF_000222285.1	PRJNA224116	SAMN00857901	AFTC00000000.1	na	992405	470	Acinetobacter baumannii ABNIH4	ABNIH4		latest	Contig	Major	Full	2011/08/01	ASM22228v2	NIH Intramural Sequencing Center	GCA_000222285.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/222/285/GCF_000222285.1_ASM22228v2			na
GCF_000353955.1	PRJNA224116	SAMN02470695	APAX00000000.1	na	1094470	470	Acinetobacter baumannii ABNIH6	ABNIH6		latest	Contig	Major	Full	2013/04/05	ABNIH6_1	NISC	GCA_000353955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/353/955/GCF_000353955.1_ABNIH6_1			na
GCF_000354015.1	PRJNA224116	SAMN02470682	APBA00000000.1	na	1094475	470	Acinetobacter baumannii ABNIH11	ABNIH11		latest	Contig	Major	Full	2013/04/05	ABNIH11_1	NISC	GCA_000354015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/354/015/GCF_000354015.1_ABNIH11_1			na
GCF_000353855.1	PRJNA224116	SAMN02470685	APBB00000000.1	na	1094477	470	Acinetobacter baumannii ABNIH13	ABNIH13		latest	Contig	Major	Full	2013/04/05	ABNIH13_1	NISC	GCA_000353855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/353/855/GCF_000353855.1_ABNIH13_1			na
GCF_000354035.1	PRJNA224116	SAMN02470692	APBC00000000.1	na	1094478	470	Acinetobacter baumannii ABNIH14	ABNIH14		latest	Contig	Major	Full	2013/04/05	ABNIH14_1	NISC	GCA_000354035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/354/035/GCF_000354035.1_ABNIH14_1			na
GCF_000354055.1	PRJNA224116	SAMN02470686	APBD00000000.1	na	1094479	470	Acinetobacter baumannii ABNIH15	ABNIH15		latest	Contig	Major	Full	2013/04/05	ABNIH15_1	NISC	GCA_000354055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/354/055/GCF_000354055.1_ABNIH15_1			na
GCF_000354075.1	PRJNA224116	SAMN02470683	APBE00000000.1	na	1094480	470	Acinetobacter baumannii ABNIH16	ABNIH16		latest	Contig	Major	Full	2013/04/05	ABNIH16_1	NISC	GCA_000354075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/354/075/GCF_000354075.1_ABNIH16_1			na
GCF_000354095.1	PRJNA224116	SAMN02470687	APBF00000000.1	na	1094481	470	Acinetobacter baumannii ABNIH17	ABNIH17		latest	Contig	Major	Full	2013/04/05	ABNIH17_1	NISC	GCA_000354095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/354/095/GCF_000354095.1_ABNIH17_1			na
GCF_000354115.1	PRJNA224116	SAMN02470697	APBG00000000.1	na	1094482	470	Acinetobacter baumannii ABNIH18	ABNIH18		latest	Contig	Major	Full	2013/04/05	ABNIH18_1	NISC	GCA_000354115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/354/115/GCF_000354115.1_ABNIH18_1			na
GCF_000353775.1	PRJNA224116	SAMN02470684	APBH00000000.1	na	1094483	470	Acinetobacter baumannii ABNIH19	ABNIH19		latest	Contig	Major	Full	2013/04/05	ABNIH19_1	NISC	GCA_000353775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/353/775/GCF_000353775.1_ABNIH19_1			na
GCF_000354135.1	PRJNA224116	SAMN02470693	APBI00000000.1	na	1094484	470	Acinetobacter baumannii ABNIH20	ABNIH20		latest	Contig	Major	Full	2013/04/05	ABNIH20_1	NISC	GCA_000354135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/354/135/GCF_000354135.1_ABNIH20_1			na
GCF_000353795.1	PRJNA224116	SAMN02470698	APBJ00000000.1	na	1094486	470	Acinetobacter baumannii ABNIH22	ABNIH22		latest	Contig	Major	Full	2013/04/05	ABNIH22_1	NISC	GCA_000353795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/353/795/GCF_000353795.1_ABNIH22_1			na
GCF_000353815.1	PRJNA224116	SAMN02470691	APBK00000000.1	na	1094487	470	Acinetobacter baumannii ABNIH23	ABNIH23		latest	Contig	Major	Full	2013/04/05	ABNIH23_1	NISC	GCA_000353815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/353/815/GCF_000353815.1_ABNIH23_1			na
GCF_000354155.1	PRJNA224116	SAMN02470688	APBL00000000.1	na	1094488	470	Acinetobacter baumannii ABNIH24	ABNIH24		latest	Contig	Major	Full	2013/04/05	ABNIH24_1	NISC	GCA_000354155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/354/155/GCF_000354155.1_ABNIH24_1			na
GCF_000419385.1	PRJNA224116	SAMN02604244		na	1096995	470	Acinetobacter baumannii BJAB07104	BJAB07104		latest	Complete Genome	Major	Full	2013/07/09	ASM41938v1	University of Texas at Dallas	GCA_000419385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/419/385/GCF_000419385.1_ASM41938v1			na
GCF_000419405.1	PRJNA224116	SAMN02604245		na	1096996	470	Acinetobacter baumannii BJAB0715	BJAB0715		latest	Complete Genome	Major	Full	2013/07/09	ASM41940v1	University of Texas at Dallas	GCA_000419405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/419/405/GCF_000419405.1_ASM41940v1			na
GCF_000419425.1	PRJNA224116	SAMN02604246		na	1096997	470	Acinetobacter baumannii BJAB0868	BJAB0868		latest	Complete Genome	Major	Full	2013/07/09	ASM41942v1	University of Texas at Dallas	GCA_000419425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/419/425/GCF_000419425.1_ASM41942v1			na
GCF_000302575.1	PRJNA224116	SAMN02603667		na	1100841	470	Acinetobacter baumannii TYTH-1	TYTH-1		latest	Complete Genome	Major	Full	2012/10/03	ASM30257v1	National Tsing Hua University	GCA_000302575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/302/575/GCF_000302575.1_ASM30257v1			na
GCF_000770815.1	PRJNA224116	SAMN03160860	AGSQ00000000.1	na	1100842	470	Acinetobacter baumannii TYTH-2	TYTH-2		latest	Contig	Major	Full	2014/11/04	ASM77081v1	National Tsing Hua University	GCA_000770815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/770/815/GCF_000770815.1_ASM77081v1			na
GCF_000770885.1	PRJNA224116	SAMN03160861	AGSS00000000.1	na	1100844	470	Acinetobacter baumannii TYTH-4	TYTH-4		latest	Contig	Major	Full	2014/11/04	ASM77088v1	National Tsing Hua University	GCA_000770885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/770/885/GCF_000770885.1_ASM77088v1			na
GCF_000770905.1	PRJNA224116	SAMN03160859	AGSU00000000.1	na	1100846	470	Acinetobacter baumannii TYTH-6	TYTH-6		latest	Contig	Major	Full	2014/11/04	ASM77090v1	National Tsing Hua University	GCA_000770905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/770/905/GCF_000770905.1_ASM77090v1			na
GCF_000770605.1	PRJNA224116	SAMN02713669	JHUI00000000.1	na	1116234	470	Acinetobacter baumannii AB5075	AB5075		latest	Contig	Major	Full	2014/10/31	gabab5075v1.0	J. Craig Venter Institute	GCA_000770605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/770/605/GCF_000770605.1_gabab5075v1.0			na
GCF_000241705.1	PRJNA224116	SAMN02435969	AHAI00000000.1	na	1116235	470	Acinetobacter baumannii AB5256	AB5256		latest	Contig	Major	Full	2012/01/06	ASM24170v2	University of Maryland School of Medicine	GCA_000241705.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/241/705/GCF_000241705.1_ASM24170v2			na
GCF_000241725.1	PRJNA224116	SAMN02436013	AHAJ00000000.1	na	1116236	470	Acinetobacter baumannii AB5711	AB5711		latest	Contig	Major	Full	2012/01/06	ASM24172v2	University of Maryland School of Medicine	GCA_000241725.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/241/725/GCF_000241725.1_ASM24172v2			na
GCF_000493615.1	PRJNA224116	SAMEA2272126	CBSG000000000.1	na	1149135	470	Acinetobacter baumannii 107m	107m		latest	Contig	Major	Full	2013/10/22	ABIBUN_1	IBUN	GCA_000493615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/493/615/GCF_000493615.1_ABIBUN_1			na
